filename,notes,authors,licenses,urls
"hat/helmet/barbuta/male/spellcast.png","","bluecarrot16","OGA-BY 3.0, CC-BY 3.0, CC-BY 4.0, GPL 2.0, GPL 3.0","https://opengameart.org/content/lpc-helmets, https://opengameart.org/content/lpc-expanded-hats-facial-helmets"
